#SPECIES-NAME,  TRANSITION-TYPE,  N-LEVEL,  FREQUENCY-[MHZ]
3HeI  alpha  245  444.60577227806044
3HeI  alpha  246  439.2166409065471
3HeI  alpha  247  433.91425552640817
3HeI  alpha  248  428.6968777551283
3HeI  alpha  249  423.5628108476821
3HeI  alpha  250  418.51039853770675
3HeI  alpha  251  413.5380239152955
3HeI  alpha  252  408.64410834024153
3HeI  alpha  253  403.8271103894167
3HeI  alpha  254  399.08552483723844
3HeI  alpha  255  394.4178816677083
3HeI  alpha  256  389.8227451173262
3HeI  alpha  257  385.2987127475933
3HeI  alpha  258  380.84441454602734
3HeI  alpha  259  376.4585120548606
3HeI  alpha  260  372.1396975263905
3HeI  alpha  261  367.88669310401116
3HeI  alpha  262  363.6982500281985
3HeI  alpha  263  359.57314786640484
3HeI  alpha  264  355.51019376628443
3HeI  alpha  265  351.50822173120787
3HeI  alpha  266  347.56609191753597
3HeI  alpha  267  343.6826899527727
3HeI  alpha  268  339.8569262740283
3HeI  alpha  269  336.08773548592444
3HeI  alpha  270  332.3740757375949
3HeI  alpha  271  328.71492811779586
3HeI  alpha  272  325.1092960678253
3HeI  alpha  273  321.5562048115261
3HeI  alpha  274  318.05470080180027
3HeI  alpha  275  314.6038511832152
3HeI  alpha  276  311.20274327001164
3HeI  alpha  277  307.8504840391844
3HeI  alpha  278  304.5461996380061
3HeI  alpha  279  301.2890349056601
3HeI  alpha  280  298.07815290843007
3HeI  alpha  281  294.9127344880179
3HeI  alpha  282  291.791977822728
3HeI  alpha  283  288.7150980008262
3HeI  alpha  284  285.68132660599684
3HeI  alpha  285  282.68991131430005
3HeI  alpha  286  279.7401155023351
3HeI  alpha  287  276.8312178663529
3HeI  alpha  288  273.9625120517554
3HeI  alpha  289  271.13330629296456
3HeI  alpha  290  268.3429230630204
3HeI  alpha  291  265.59069873285796
3HeI  alpha  292  262.8759832398623
3HeI  alpha  293  260.19813976534954
3HeI  alpha  294  257.5565444209248
3HeI  alpha  295  254.95058594313178
3HeI  alpha  296  252.37966539644881
3HeI  alpha  297  249.84319588418685
3HeI  alpha  298  247.34060226708823
3HeI  alpha  299  244.87132088948638
3HeI  alpha  300  242.4347993126655
3HeI  alpha  301  240.0304960552908
3HeI  alpha  302  237.65788034070948
3HeI  alpha  303  235.31643185085494
3HeI  alpha  304  233.005640486592
3HeI  alpha  305  230.72500613438135
3HeI  alpha  306  228.47403843889512
3HeI  alpha  307  226.2522565816891
3HeI  alpha  308  224.05918906540848
3HeI  alpha  309  221.89437350374948
3HeI  alpha  310  219.75735641663672
3HeI  alpha  311  217.6476930307775
3HeI  alpha  312  215.56494708523132
3HeI  alpha  313  213.5086906419552
3HeI  alpha  314  211.47850390111896
3HeI  alpha  315  209.4739750211844
3HeI  alpha  316  207.49469994334248
3HeI  alpha  317  205.54028222056365
3HeI  alpha  318  203.6103328507777
3HeI  alpha  319  201.70447011427694
3HeI  alpha  320  199.82231941517074
3HeI  alpha  321  197.9635131267514
3HeI  alpha  322  196.12769044070504
3HeI  alpha  323  194.31449722000565
3HeI  alpha  324  192.52358585548683
3HeI  alpha  325  190.7546151258292
3HeI  alpha  326  189.00725006109735
3HeI  alpha  327  187.28116180946978
3HeI  alpha  328  185.57602750731184
3HeI  alpha  329  183.89153015229147
3HeI  alpha  330  182.2273584796874
3HeI  alpha  331  180.58320684151187
3HeI  alpha  332  178.9587750886917
3HeI  alpha  333  177.3537684559695
3HeI  alpha  334  175.76789744953436
3HeI  alpha  335  174.2008777374394
3HeI  alpha  336  172.65243004248177
3HeI  alpha  337  171.12228003768493
3HeI  alpha  338  169.61015824427184
3HeI  alpha  339  168.11579993193945
3HeI  alpha  340  166.6389450215624
3HeI  alpha  341  165.1793379901149
3HeI  alpha  342  163.736727777849
3HeI  alpha  343  162.31086769757368
3HeI  alpha  344  160.90151534609592
3HeI  alpha  345  159.5084325176345
3HeI  alpha  346  158.1313851193175
3HeI  alpha  347  156.77014308854683
3HeI  alpha  348  155.42448031225697
3HeI  alpha  349  154.09417454807962
3HeI  alpha  350  152.77900734721896
3HeI  alpha  351  151.4787639791658
3HeI  alpha  352  150.19323335802179
3HeI  alpha  353  148.92220797054597
3HeI  alpha  354  147.6654838058446
3HeI  alpha  355  146.42286028654345
3HeI  alpha  356  145.19414020158723
3HeI  alpha  357  143.97912964053774
3HeI  alpha  358  142.77763792923733
3HeI  alpha  359  141.5894775670437
3HeI  alpha  360  140.4144641653185
3HeI  alpha  361  139.2524163873813
3HeI  alpha  362  138.1031558896922
3HeI  alpha  363  136.9665072644195
3HeI  alpha  364  135.84229798317415
3HeI  alpha  365  134.7303583420374
3HeI  alpha  366  133.63052140775017
3HeI  alpha  367  132.54262296508912
3HeI  alpha  368  131.4665014653741
3HeI  alpha  369  130.40199797608156
3HeI  alpha  370  129.34895613155842
3HeI  alpha  371  128.3072220847892
3HeI  alpha  372  127.27664446016614
3HeI  alpha  373  126.25707430734019
3HeI  alpha  374  125.24836505596095
3HeI  alpha  375  124.25037247146959
3HeI  alpha  376  123.26295461175559
3HeI  alpha  377  122.28597178477737
3HeI  alpha  378  121.31928650705503
3HeI  alpha  379  120.36276346303512
3HeI  alpha  380  119.41626946531352
3HeI  alpha  381  118.47967341570812
3HeI  alpha  382  117.55284626708922
3HeI  alpha  383  116.63566098606817
3HeI  alpha  384  115.72799251641591
3HeI  alpha  385  114.82971774327274
3HeI  alpha  386  113.94071545805181
3HeI  alpha  387  113.06086632411177
3HeI  alpha  388  112.19005284311442
3HeI  alpha  389  111.32815932205702
3HeI  alpha  390  110.47507184100917
3HeI  alpha  391  109.63067822148504
3HeI  alpha  392  108.79486799546204
3HeI  alpha  393  107.96753237503735
3HeI  alpha  394  107.148564222678
3HeI  alpha  395  106.33785802210897
3HeI  alpha  396  105.53530984973335
3HeI  alpha  397  104.74081734667668
3HeI  alpha  398  103.95427969136615
3HeI  alpha  399  103.17559757265039
3HeI  alpha  400  102.40467316348747
3HeI  alpha  401  101.6414100951095
3HeI  alpha  402  100.8857134317388
3HeI  alpha  403  100.13748964579152
3HeI  alpha  404  99.39664659355795
3HeI  alpha  405  98.66309349139246
3HeI  alpha  406  97.93674089231024
3HeI  alpha  407  97.2175006631386
3HeI  alpha  408  96.505285962008
3HeI  alpha  409  95.80001121635591
3HeI  alpha  410  95.10159210134564
3HeI  alpha  411  94.40994551866412
3HeI  alpha  412  93.72498957577665
3HeI  alpha  413  93.04664356556613
3HeI  alpha  414  92.37482794635945
3HeI  alpha  415  91.70946432232738
3HeI  alpha  416  91.05047542429106
3HeI  alpha  417  90.3977850908686
3HeI  alpha  418  89.75131824999194
3HeI  alpha  419  89.11100090076953
3HeI  alpha  420  88.47676009570252
3HeI  alpha  421  87.84852392322999
3HeI  alpha  422  87.22622149059994
3HeI  alpha  423  86.60978290708029
3HeI  alpha  424  85.99913926747075
3HeI  alpha  425  85.3942226359184
3HeI  alpha  426  84.79496603005641
3HeI  alpha  427  84.20130340542981
3HeI  alpha  428  83.61316964019973
3HeI  alpha  429  83.03050052014031
3HeI  alpha  430  82.45323272392815
3HeI  alpha  431  81.88130380868238
3HeI  alpha  432  81.31465219577514
3HeI  alpha  433  80.75321715692611
3HeI  alpha  434  80.1969388005061
3HeI  alpha  435  79.64575805814702
3HeI  alpha  436  79.09961667155258
3HeI  alpha  437  78.55845717958182
3HeI  alpha  438  78.02222290553068
3HeI  alpha  439  77.49085794468922
3HeI  alpha  440  76.96430715209678
3HeI  alpha  441  76.44251613049765
3HeI  alpha  442  75.92543121858928
3HeI  alpha  443  75.41299947938205
3HeI  alpha  444  74.90516868884585
3HeI  alpha  445  74.40188732473503
3HeI  alpha  446  73.90310455558898
3HeI  alpha  447  73.40877022998608
3HeI  alpha  448  72.91883486590078
3HeI  alpha  449  72.43324964037008
3HeI  alpha  450  71.95196637920712
3HeI  alpha  451  71.47493754701871
3HeI  alpha  452  71.00211623730905
3HeI  alpha  453  70.5334561628231
3HeI  alpha  454  70.06891164600147
3HeI  alpha  455  69.60843760964974
3HeI  alpha  456  69.15198956775272
3HeI  alpha  457  68.69952361644187
3HeI  alpha  458  68.25099642512443
3HeI  alpha  459  67.80636522778521
3HeI  alpha  460  67.36558781439145
3HeI  alpha  461  66.92862252252898
3HeI  alpha  462  66.49542822907178
3HeI  alpha  463  66.06596434210229
3HeI  alpha  464  65.64019079289584
3HeI  alpha  465  65.21806802809445
3HeI  alpha  466  64.79955700195599
3HeI  alpha  467  64.38461916880095
3HeI  alpha  468  63.97321647554581
3HeI  alpha  469  63.56531135436441
3HeI  alpha  470  63.16086671550539
3HeI  alpha  471  62.75984594018487
3HeI  alpha  472  62.36221287364904
3HeI  alpha  473  61.96793181830091
3HeI  alpha  474  61.5769675269969
3HeI  alpha  475  61.18928519641597
3HeI  alpha  476  60.804850460545715
3HeI  alpha  477  60.42362938431053
3HeI  alpha  478  60.045588457250005
3HeI  alpha  479  59.67069458735325
3HeI  alpha  480  59.29891509497132
3HeI  alpha  481  58.9302177068354
3HeI  alpha  482  58.56457055015868
3HeI  alpha  483  58.20194214688026
3HeI  alpha  484  57.84230140794255
3HeI  alpha  485  57.4856176277162
3HeI  alpha  486  57.13186047848372
3HeI  alpha  487  56.78100000502604
3HeI  alpha  488  56.4330066192955
3HeI  alpha  489  56.08785109518357
3HeI  alpha  490  55.74550456334983
3HeI  alpha  491  55.40593850616527
3HeI  alpha  492  55.069124752719496
3HeI  alpha  493  54.73503547391728
3HeI  alpha  494  54.40364317763074
3HeI  alpha  495  54.074920703971294
3HeI  alpha  496  53.74884122061186
3HeI  alpha  497  53.42537821817022
3HeI  alpha  498  53.10450550569563
3HeI  alpha  499  52.786197206224905
3HeI  alpha  500  52.47042775237488
3HeI  alpha  501  52.157171882051806
3HeI  alpha  502  51.84640463420251
3HeI  alpha  503  51.538101344621374
3HeI  alpha  504  51.232237641868664
3HeI  alpha  505  50.92878944319172
3HeI  alpha  506  50.627732950571435
3HeI  alpha  507  50.32904464678275
3HeI  alpha  508  50.03270129155819
3HeI  alpha  509  49.73867991775142
3HeI  alpha  510  49.44695782765676
3HeI  alpha  511  49.157512589270304
3HeI  alpha  512  48.87032203270837
3HeI  alpha  513  48.58536424662317
3HeI  alpha  514  48.302617574700704
3HeI  alpha  515  48.02206061219763
3HeI  alpha  516  47.74367220253665
3HeI  alpha  517  47.467431433970184
3HeI  alpha  518  47.1933176362607
3HeI  alpha  519  46.921310377454446
3HeI  alpha  520  46.65138946066488
3HeI  alpha  521  46.38353492093273
3HeI  alpha  522  46.117727022125095
3HeI  alpha  523  45.85394625387769
3HeI  alpha  524  45.592173328590015
3HeI  alpha  525  45.332389178459614
3HeI  alpha  526  45.07457495257332
3HeI  alpha  527  44.81871201402789
3HeI  alpha  528  44.56478193710205
3HeI  alpha  529  44.31276650446905
3HeI  alpha  530  44.06264770445933
3HeI  alpha  531  43.81440772834263
3HeI  alpha  532  43.568028967684036
3HeI  alpha  533  43.32349401169996
3HeI  alpha  534  43.0807856446949
